Day;Month;Year;bedrooms;bathrooms;kvm_living;kvm_lot;floors;waterfront;view;condition;grade;kvm_above;kvm_basement;yr_built;yr_renovated;zipcode;lat;long;kvm_living15;kvm_lot15;price_nok
29;10;2014;5;1.75;216;460;1.0;0;0;4;8;128;88;1955;0;98136;47.5352;-122.392;197;521;4557100
24;9;2014;5;2.0;143;895;1.0;0;0;4;7;143;0;1960;0;98059;47.4915;-122.143;210;892;2403920
13;8;2014;3;2.5;298;802;2.0;0;0;4;10;235;63;1990;0;98033;47.6939;-122.189;244;802;6925200
7;10;2014;3;1.0;105;535;1.0;0;0;3;7;89;16;1939;0;98199;47.6413;-122.401;140;557;3860600
5;2;2015;3;2.0;136;699;1.0;0;0;3;7;136;0;1968;0;98003;47.3463;-122.304;147;699;1910400
22;10;2014;3;1.75;131;670;1.0;0;0;3;7;131;0;1967;0;98034;47.7343;-122.193;144;706;3048680
26;6;2014;4;2.75;163;472;1.5;0;0;3;8;163;0;1903;0;98122;47.6143;-122.305;158;425;5970000
3;6;2014;2;1.75;127;476;1.0;0;0;5;6;127;0;1944;0;98103;47.6926;-122.346;111;474;3263202
21;5;2014;3;1.5;165;2213;1.0;0;0;3;7;165;0;1953;0;98168;47.4912;-122.312;105;1342;1958160
3;4;2015;4;1.75;176;418;2.0;0;0;5;7;138;37;1937;0;98115;47.6751;-122.289;176;465;6845600
7;5;2014;3;2.25;151;1142;2.0;0;0;4;7;151;0;1985;0;98058;47.4279;-122.161;161;924;2706002
9;5;2014;5;1.75;216;753;1.0;0;0;4;7;108;108;1956;0;98166;47.4631;-122.341;131;675;2507400
13;8;2014;3;2.5;240;431;2.0;0;0;3;9;240;0;2006;0;98074;47.6201;-122.025;230;418;5556080
22;8;2014;2;2.5;137;189;2.0;0;0;4;8;137;0;1985;0;98007;47.6213;-122.153;140;191;3335240
22;1;2015;3;1.0;213;942;1.0;0;0;3;7;213;0;1969;0;98052;47.6909;-122.083;240;2297;2961120
11;9;2014;3;2.5;182;437;2.0;0;0;3;7;182;0;2003;0;98065;47.5322;-121.871;158;413;3383000
24;7;2014;3;2.25;274;747;1.5;0;0;3;8;181;93;1963;0;98125;47.7239;-122.313;191;669;3076540
17;11;2014;2;1.0;62;679;1.0;0;0;3;5;62;0;1942;0;98125;47.7145;-122.285;80;766;2770080
24;4;2015;5;3.5;281;1422;2.0;0;0;3;10;207;73;1978;0;98040;47.5627;-122.216;342;1346;6001840
15;12;2014;4;3.0;222;679;2.0;0;0;4;7;222;0;1944;1981;98002;47.294;-122.218;86;679;2148802
11;12;2014;3;2.5;287;1931;2.0;0;0;4;10;287;0;1991;0;98075;47.5602;-122.03;316;703;7096340
9;10;2014;4;1.75;165;465;1.0;0;0;5;7;83;83;1903;0;98108;47.5329;-122.292;173;465;2785602
9;5;2014;2;1.0;132;7608;1.0;0;0;3;7;110;22;1956;0;98055;47.4342;-122.195;138;173;2865600
9;12;2014;4;2.25;225;1438;2.0;0;0;4;8;225;0;1925;1997;98004;47.5907;-122.196;267;1292;7761000
5;5;2014;4;2.0;137;357;1.5;0;0;5;7;137;0;1928;0;98133;47.7042;-122.352;137;357;3576030
1;12;2014;4;2.25;203;358;2.0;0;0;3;7;203;0;2006;0;98059;47.4854;-122.16;177;358;2786000
1;4;2015;4;1.75;169;570;1.5;0;3;4;7;157;12;1911;0;98107;47.6681;-122.36;198;474;6288400
9;9;2014;3;1.75;168;2284;1.0;0;4;4;9;86;82;1983;0;98040;47.5314;-122.222;329;1319;7880400
1;12;2014;3;2.25;237;380;2.0;0;0;3;9;237;0;1983;0;98112;47.6272;-122.297;156;380;6638640
14;8;2014;3;1.0;126;360;1.0;0;0;3;7;98;28;1963;0;98117;47.6837;-122.391;103;360;3716922
17;7;2014;3;1.75;210;2493;1.5;0;3;5;7;139;71;1908;0;98001;47.2741;-122.266;184;1467;2089500
6;5;2014;4;2.5;360;1352;2.0;0;0;3;10;360;0;1987;0;98074;47.6378;-122.04;301;1305;6067908
26;1;2015;6;2.75;254;465;1.0;0;0;3;8;165;88;1962;0;98107;47.6751;-122.38;194;465;5834680
14;4;2015;4;2.5;260;1605;1.0;0;2;3;7;145;115;1957;0;98028;47.7596;-122.269;284;1247;3494440
12;11;2014;5;3.25;399;652;2.5;0;0;4;10;334;65;1927;0;98112;47.6439;-122.302;178;372;9233600
8;10;2014;3;2.5;164;371;2.0;0;0;3;8;164;0;1999;0;98074;47.6027;-122.02;169;376;3343200
18;7;2014;3;2.25;178;1018;2.0;0;0;3;8;178;0;1981;0;98074;47.6432;-122.057;186;995;4370040
26;8;2014;4;2.5;216;372;1.5;0;0;5;8;140;75;1905;0;98122;47.6048;-122.298;138;418;4123280
3;6;2014;4;2.5;275;1128;2.0;0;0;3;9;275;0;1998;0;98075;47.5839;-122.052;243;1649;5532200
5;1;2015;3;2.5;156;686;2.0;0;0;3;8;156;0;1988;0;98074;47.6194;-122.041;183;694;3860600
3;6;2014;3;1.75;148;2527;1.5;0;0;4;6;148;0;1926;0;98038;47.4238;-122.052;169;6880;2228800
7;5;2015;2;1.0;132;1524;1.5;0;0;4;6;132;0;1943;0;98023;47.3221;-122.344;177;1524;2439740
21;3;2015;2;1.0;127;879;1.0;0;0;3;6;127;0;1950;0;98004;47.6238;-122.191;157;923;5731200
18;11;2014;3;2.5;243;423;2.0;0;3;3;7;243;0;2010;0;98022;47.1944;-121.974;155;423;2208900
5;9;2014;3;2.0;168;1580;2.0;1;4;3;8;168;0;1913;1987;98166;47.4663;-122.369;203;2314;5166040
3;3;2015;4;3.5;439;4447;1.0;1;4;3;10;273;166;1954;0;98033;47.6967;-122.216;302;4584;27024200
14;5;2014;2;1.0;65;557;1.0;0;0;4;6;65;0;1949;0;98155;47.7515;-122.316;85;557;2131688
25;3;2015;4;2.75;222;648;2.0;0;0;3;8;222;0;1993;0;98029;47.5703;-121.996;194;587;4975000
17;9;2014;4;2.5;192;755;1.5;0;0;3;9;148;45;1924;2003;98125;47.7316;-122.289;190;755;4776000
17;10;2014;4;2.0;165;757;1.5;0;0;4;7;165;0;1948;0;98155;47.745;-122.302;110;757;3144200
27;4;2015;4;2.5;177;2023;1.5;0;0;3;7;177;0;1940;1987;98198;47.3776;-122.314;115;852;1687520
12;12;2014;2;1.0;97;375;1.0;0;0;3;7;87;9;1928;0;98117;47.6829;-122.393;132;375;3383000
11;5;2015;4;1.75;220;465;1.5;0;2;3;8;164;56;1919;0;98103;47.6779;-122.357;195;423;6925200
25;3;2015;3;2.5;183;341;2.0;0;0;3;7;183;0;2004;0;98065;47.5321;-121.851;183;347;3343200
3;4;2015;4;2.25;197;922;2.0;0;0;3;8;197;0;1981;0;98027;47.5593;-122.082;176;729;6368000
6;5;2015;3;2.5;182;886;2.0;0;0;3;8;182;0;1989;0;98011;47.7371;-122.215;234;855;4577000
20;6;2014;3;3.25;247;372;2.0;0;0;3;9;202;46;2003;0;98122;47.6186;-122.288;247;372;7283400
3;9;2014;3;2.25;110;1325;2.0;0;0;3;7;110;0;1987;0;98034;47.7112;-122.238;173;965;3184000
2;5;2014;3;2.5;222;609;1.0;0;2;4;8;134;88;1955;0;98116;47.5714;-122.408;187;609;5970000
3;11;2014;3;1.0;116;705;1.0;0;0;5;7;116;0;1961;0;98042;47.3604;-122.111;116;705;1870600
12;11;2014;5;3.0;242;1270;1.0;0;0;5;8;121;121;1967;0;98125;47.7176;-122.302;200;725;4775602
27;3;2015;2;1.0;87;353;1.0;0;0;3;7;87;0;1929;0;98115;47.6798;-122.292;156;353;3830376
19;6;2014;5;3.0;360;1208;2.0;0;0;3;10;360;0;1972;2003;98040;47.5467;-122.234;322;1273;14447400
9;7;2014;3;2.5;142;271;2.0;0;0;4;7;142;0;1986;0;98033;47.6939;-122.184;127;351;3016840
26;6;2014;3;1.75;226;465;2.0;0;0;4;7;164;62;1945;0;98117;47.6785;-122.372;123;377;4982960
21;5;2014;2;1.0;96;450;1.0;0;0;3;7;85;10;1939;0;98103;47.686;-122.341;142;459;4258600
9;6;2014;4;2.5;255;1487;2.0;0;0;3;9;255;0;1984;0;98039;47.6353;-122.229;256;1487;9751000
24;7;2014;2;1.5;110;96;2.0;0;0;3;7;104;6;2001;0;98115;47.678;-122.322;106;96;3263600
10;2;2015;4;2.5;287;858;1.0;0;3;4;8;156;131;1967;0;98006;47.5654;-122.163;250;790;7482400
21;7;2014;3;1.0;98;898;1.0;0;0;3;7;98;0;1967;0;98034;47.7244;-122.226;123;944;2596950
5;9;2014;2;1.0;73;556;1.0;0;0;3;6;73;0;1944;0;98178;47.4941;-122.24;96;556;1592000
13;8;2014;4;2.5;285;766;1.0;0;0;5;8;195;90;1958;0;98005;47.5935;-122.172;211;818;7004800
3;11;2014;2;2.0;195;5434;2.0;0;0;3;9;195;0;2005;0;98014;47.72;-121.402;134;5513;2945200
1;8;2014;2;2.5;102;161;2.0;0;0;3;8;102;0;2006;0;98055;47.4499;-122.189;150;238;1512400
29;1;2015;2;1.0;99;390;1.0;0;0;4;6;99;0;1983;0;98002;47.3336;-122.215;107;390;1273600
23;8;2014;4;3.0;203;1191;1.0;0;0;3;9;141;62;1989;0;98034;47.7107;-122.229;283;434;4975000
7;5;2015;4;3.5;321;639;2.0;0;0;3;10;255;65;2004;0;98058;47.459;-122.118;321;639;4696400
5;8;2014;3;2.5;192;334;2.0;0;0;3;8;192;0;1999;0;98033;47.6679;-122.165;192;636;4577000
13;10;2014;2;1.0;111;483;1.0;0;0;5;7;111;0;1912;0;98103;47.6939;-122.348;144;474;3741200
11;3;2015;2;1.0;56;139;1.0;0;0;4;4;56;0;1900;0;98027;47.5289;-122.033;105;557;1034800
21;4;2015;3;1.0;87;780;1.0;0;0;3;7;87;0;1958;0;98056;47.5108;-122.165;111;780;1822840
22;8;2014;3;1.0;119;1201;1.5;0;0;3;6;119;0;1942;0;98023;47.3215;-122.399;150;1809;2228004
19;5;2014;3;1.0;127;697;1.0;0;0;3;7;127;0;1960;0;98014;47.6499;-121.915;108;697;2443720
23;10;2014;3;1.75;228;1394;1.0;0;0;3;7;184;44;1989;0;98014;47.6957;-121.913;166;1424;3183602
1;8;2014;4;2.25;183;1463;1.0;0;0;3;7;127;56;1962;0;98011;47.7673;-122.202;222;1053;3223800
7;10;2014;4;2.75;270;836;1.0;0;0;4;8;198;72;1966;0;98006;47.544;-122.176;183;836;4298002
7;11;2014;2;1.0;71;487;1.0;0;0;3;6;71;0;1949;0;98032;47.388;-122.234;91;472;1026840
17;9;2014;3;1.75;118;782;1.0;0;0;3;7;118;0;1967;0;98011;47.7601;-122.197;137;790;2706400
11;6;2014;3;1.75;146;453;1.0;0;0;4;7;122;24;1977;0;98042;47.3621;-122.094;128;483;1711002
25;6;2014;4;2.75;215;525;1.0;0;2;3;8;124;91;1952;2012;98118;47.513;-122.252;214;525;3582000
4;3;2015;3;1.75;177;465;1.0;0;0;4;7;88;88;1925;0;98106;47.5677;-122.363;132;465;4099400
22;8;2014;4;2.25;351;479;2.0;0;0;4;9;233;118;1907;0;98112;47.6275;-122.308;255;479;11144000
26;6;2014;3;1.0;98;924;1.0;0;0;4;7;98;0;1956;0;98188;47.4432;-122.282;122;987;1830800
7;7;2014;3;1.75;175;932;1.0;0;0;4;8;175;0;1984;0;98006;47.5527;-122.16;226;904;5420760
29;9;2014;3;1.0;108;802;1.0;0;0;3;6;108;0;1923;0;98146;47.5097;-122.357;121;802;2029800
13;3;2015;2;1.0;80;373;1.0;0;0;3;7;80;0;1925;0;98103;47.6652;-122.338;138;373;4616800
17;3;2015;2;2.0;148;743;1.0;0;0;3;7;85;63;1984;0;98055;47.459;-122.205;148;777;2348200
30;7;2014;2;1.0;109;608;1.0;0;0;3;7;109;0;1913;0;98136;47.537;-122.385;144;671;2276560
8;1;2015;3;1.5;111;753;1.0;0;0;3;7;77;33;1947;0;98125;47.7146;-122.311;117;753;3383000
12;12;2014;2;1.0;121;1059;1.0;0;0;3;7;121;0;1961;0;98003;47.3459;-122.299;126;906;1353200
28;5;2014;3;2.0;154;769;1.0;0;0;3;7;154;0;1949;0;98136;47.5568;-122.382;154;702;3024800
6;5;2015;3;2.0;108;569;1.0;0;0;3;7;108;0;1947;0;98115;47.6853;-122.293;107;474;4027760
22;9;2014;3;2.5;181;894;2.0;0;0;3;7;181;0;1992;0;98031;47.4068;-122.18;176;663;2507400
17;6;2014;4;2.5;229;354;2.0;0;0;3;8;229;0;1999;0;98065;47.5362;-121.877;223;396;3581602
31;3;2015;3;1.0;133;1154;1.0;0;0;3;7;133;0;1964;0;98056;47.5116;-122.191;177;962;2029800
24;6;2014;3;2.5;183;893;2.0;0;0;3;7;101;82;1988;0;98001;47.3462;-122.286;188;893;2300440
28;8;2014;3;1.75;130;931;1.0;0;0;4;7;130;0;1962;0;98027;47.5327;-122.032;125;864;3096440
21;7;2014;3;1.5;140;31970;1.0;0;2;4;7;140;0;1964;0;98022;47.2156;-122.029;163;15783;2602920
26;9;2014;7;3.0;497;1338;2.5;0;0;4;10;466;31;1910;0;98112;47.6295;-122.285;283;694;22964600
14;7;2014;3;1.0;85;614;1.0;0;0;3;6;85;0;1948;0;98118;47.548;-122.284;173;783;1671600
25;11;2014;4;3.75;708;2744;2.0;0;3;3;11;556;152;2005;0;98006;47.5571;-122.14;264;1933;13372800
29;12;2014;4;2.5;231;441;2.0;0;0;3;7;231;0;2001;0;98056;47.4813;-122.188;233;486;2865600
27;4;2015;4;2.5;281;1486;2.0;0;0;3;11;281;0;1990;0;98077;47.7125;-122.081;341;1546;6965000
4;11;2014;4;2.25;153;669;1.0;0;0;3;8;153;0;1967;0;98008;47.6384;-122.116;203;739;4378000
17;7;2014;3;1.5;112;1161;1.0;0;0;3;7;112;0;1962;0;98146;47.503;-122.351;112;1161;2049700
10;12;2014;4;2.75;278;686;1.5;0;0;4;8;194;84;1923;0;98144;47.5711;-122.284;233;572;8557000
28;10;2014;2;1.0;98;478;1.0;0;0;5;6;98;0;1969;0;98042;47.3613;-122.088;105;483;1615482
30;10;2014;4;1.75;249;569;1.0;0;0;5;8;124;124;1959;0;98117;47.6965;-122.393;216;635;4951120
13;2;2015;4;1.75;166;4249;1.0;0;0;3;8;131;35;1976;0;98072;47.7453;-122.129;174;4411;3621800
17;11;2014;3;2.5;250;1622;2.0;0;3;3;10;250;0;1997;0;98074;47.654;-122.088;335;1569;6407800
8;9;2014;2;1.0;72;882;1.0;0;0;3;6;72;0;1950;0;98133;47.7407;-122.351;144;700;2045720
25;6;2014;5;2.5;251;1539;1.0;0;0;4;8;163;88;1967;0;98005;47.6144;-122.167;239;1100;5926220
13;4;2015;4;2.5;243;851;2.0;0;0;3;8;243;0;1996;0;98033;47.6916;-122.203;208;688;7044600
24;6;2014;2;2.25;86;69;2.0;0;0;3;8;59;28;2007;0;98144;47.5844;-122.316;87;557;2825800
20;8;2014;3;1.0;124;650;1.0;0;0;4;7;124;0;1978;0;98042;47.3742;-122.149;172;734;1910400
19;8;2014;3;1.5;137;1715;2.0;0;0;4;6;137;0;1916;0;98023;47.3302;-122.36;163;1493;1345240
28;3;2015;3;2.5;216;386;2.0;0;0;4;8;216;0;1992;0;98052;47.6367;-122.109;273;418;5093604
4;6;2014;3;1.75;161;1052;1.0;0;0;5;7;161;0;1972;0;98031;47.3921;-122.182;189;1659;2324320
22;9;2014;4;2.5;258;728;2.0;0;3;3;9;258;0;2004;0;98065;47.5312;-121.861;294;729;4485460
26;1;2015;2;2.0;111;662;1.0;0;0;3;8;111;0;2006;0;98053;47.7199;-122.022;155;427;3096440
29;5;2014;4;3.25;412;1951;2.0;0;0;3;10;412;0;1952;2007;98039;47.6398;-122.237;365;1858;21890000
21;8;2014;3;2.0;169;410;2.0;0;0;4;8;169;0;1994;0;98033;47.6947;-122.19;178;1245;5261560
12;9;2014;2;2.0;121;433;1.0;0;0;3;8;121;0;2005;0;98053;47.7132;-122.033;152;444;2738240
22;4;2015;1;1.0;63;613;1.0;0;0;3;5;45;19;1916;0;98199;47.6567;-122.392;109;511;4059600
16;9;2014;2;1.0;72;384;1.0;0;0;3;7;72;0;1942;0;98136;47.5324;-122.387;102;474;2300440
27;8;2014;3;2.25;226;707;1.5;0;0;3;8;177;49;1979;0;98056;47.5065;-122.191;160;1045;2905400
30;7;2014;3;1.5;163;3019;1.0;0;0;4;7;163;0;1966;0;98027;47.5316;-121.959;169;9551;3263600
24;7;2014;3;1.0;150;474;1.5;0;0;5;7;94;56;1901;0;98117;47.6765;-122.386;118;474;4263456
13;11;2014;4;1.75;197;708;2.0;0;0;3;8;197;0;1971;2002;98166;47.457;-122.346;169;708;3167682
27;8;2014;3;1.75;133;451;1.0;0;0;3;7;86;46;1978;0;98108;47.5472;-122.303;133;451;2260640
17;12;2014;4;1.5;126;753;1.5;0;0;3;7;126;0;1962;0;98168;47.4931;-122.305;121;753;1599960
15;12;2014;4;2.25;235;465;1.5;0;0;4;7;157;78;1925;0;98117;47.6806;-122.36;142;465;5842640
8;1;2015;5;3.0;304;850;2.0;0;0;3;7;304;0;2002;0;98092;47.3342;-122.169;297;585;2845700
15;10;2014;5;2.5;243;748;1.0;0;0;3;8;141;102;1975;0;98052;47.6919;-122.115;189;713;4378955
10;3;2015;3;1.5;168;765;1.0;0;0;3;8;168;0;1988;0;98001;47.3195;-122.273;210;789;2388000
19;8;2014;3;2.5;197;897;2.0;0;0;3;8;197;0;1992;0;98030;47.3843;-122.213;165;911;2984602
13;4;2015;4;1.75;203;3809;2.0;0;0;3;8;203;0;1980;0;98075;47.5755;-122.033;241;3286;4795900
22;12;2014;3;1.0;91;707;1.0;0;0;3;7;91;0;1954;0;98188;47.4356;-122.29;91;755;1759160
10;4;2015;5;3.0;207;409;2.0;0;0;3;7;161;46;1913;0;98102;47.6404;-122.325;119;167;7323200
6;3;2015;4;2.0;143;862;1.0;0;0;3;7;143;0;1955;0;98118;47.5163;-122.268;143;475;1870600
4;8;2014;3;1.0;91;678;1.0;0;0;3;7;91;0;1967;0;98034;47.7292;-122.231;119;678;2985000
27;8;2014;4;2.5;197;338;2.0;0;0;3;8;197;0;2005;0;98029;47.5521;-121.996;203;338;4768040
3;6;2014;3;2.25;194;1125;2.0;0;0;3;8;194;0;1983;0;98052;47.7015;-122.13;164;1125;4474316
16;3;2015;3;2.5;151;128;2.0;0;0;3;8;102;48;2009;0;98112;47.6195;-122.299;151;116;5094400
20;11;2014;3;2.0;153;1046;1.0;0;0;4;7;116;37;1957;0;98168;47.4707;-122.26;173;1046;2340240
29;12;2014;4;2.5;300;721;2.0;0;0;3;9;300;0;2005;0;98052;47.7069;-122.131;347;775;5683440
21;5;2014;4;3.25;259;504;1.0;0;3;3;9;105;154;1963;2013;98177;47.7698;-122.386;235;669;7721200
28;4;2015;4;2.25;149;735;2.0;0;0;3;7;149;0;1991;0;98022;47.194;-121.981;143;673;2228800
12;11;2014;4;2.5;166;405;2.0;0;0;3;7;166;0;1993;0;98031;47.3994;-122.204;166;400;2069600
19;11;2014;3;1.5;191;1398;1.5;0;0;4;7;191;0;1938;0;98023;47.3321;-122.373;177;1456;2340240
28;7;2014;4;1.0;127;3827;1.5;0;2;5;5;127;0;1900;0;98092;47.2716;-122.144;148;7810;2033780
4;9;2014;5;4.75;576;1289;2.0;1;4;4;11;412;164;1989;0;98008;47.605;-122.112;273;1257;26268000
8;5;2014;3;2.0;140;4047;1.0;0;0;3;7;140;0;1954;0;98077;47.7218;-122.079;191;6295;3582000
12;5;2014;3;1.0;119;920;1.0;0;0;3;7;119;0;1968;0;98072;47.7677;-122.163;120;894;2929280
10;11;2014;4;2.25;203;1027;1.0;0;0;3;8;127;75;1963;0;98004;47.6042;-122.193;194;813;6606800
15;7;2014;2;1.75;134;1041;1.0;0;0;4;6;105;29;1935;0;98146;47.498;-122.35;116;872;2248700
2;5;2014;3;2.25;147;1506;1.0;0;0;4;7;147;0;1978;0;98024;47.5643;-121.897;135;1506;2666600
7;7;2014;2;2.0;147;534;1.0;0;0;5;6;73;73;1910;0;98116;47.5668;-122.384;147;534;4441680
24;2;2015;4;1.5;161;790;1.5;0;0;4;7;161;0;1961;0;98146;47.4905;-122.347;140;790;2149200
25;7;2014;2;1.0;65;1254;1.0;0;0;3;4;65;0;1920;0;98031;47.3882;-122.208;149;941;1209920
17;6;2014;4;1.75;189;1700;1.5;0;0;4;7;189;0;1975;0;98034;47.7326;-122.179;183;679;3924280
15;8;2014;4;2.5;232;960;2.0;0;0;3;10;232;0;1992;0;98006;47.5595;-122.114;252;778;5890400
13;3;2015;3;2.5;242;206;2.0;0;2;3;9;194;48;1979;0;98033;47.6536;-122.203;242;214;6286808
8;5;2015;2;1.0;85;389;1.0;0;0;3;6;85;0;1910;0;98117;47.6929;-122.36;137;562;2189000
7;5;2014;6;2.5;331;602;2.5;0;0;4;11;331;0;1914;0;98112;47.627;-122.304;258;602;11940000
29;9;2014;3;1.75;106;315;1.0;0;0;5;7;58;48;1925;0;98107;47.6712;-122.393;137;325;3375040
27;3;2015;2;1.0;93;326;1.0;0;4;4;5;93;0;1914;0;98116;47.5935;-122.39;179;457;5691400
30;7;2014;4;2.5;280;739;2.0;0;0;3;9;280;0;2000;0;98056;47.522;-122.19;248;576;4776000
13;8;2014;2;1.75;196;808;1.0;0;4;4;9;164;33;1960;0;98146;47.4912;-122.365;197;883;6383920
26;7;2014;3;1.0;85;808;1.0;0;0;4;6;85;0;1943;0;98188;47.449;-122.29;101;808;1313400
9;6;2014;4;3.25;190;465;2.0;0;0;4;8;127;63;1987;0;98112;47.6235;-122.298;160;465;5970000
12;8;2014;2;1.0;101;974;1.0;0;0;2;7;72;29;1981;0;98074;47.632;-122.03;108;979;3223800
3;12;2014;3;2.5;195;1146;2.0;0;0;3;9;195;0;1997;0;98072;47.7412;-122.168;216;581;4154324
22;7;2014;3;1.0;93;745;1.0;0;0;3;7;93;0;1969;0;98034;47.7285;-122.198;118;743;2189000
15;10;2014;5;3.25;410;5403;2.0;0;0;4;9;216;193;2001;0;98058;47.4395;-122.111;229;3954;4776000
19;5;2014;3;1.75;167;948;1.0;0;0;3;8;167;0;1967;0;98058;47.4496;-122.146;199;941;3522300
9;9;2014;2;1.0;85;717;1.0;0;0;3;6;85;0;1944;0;98178;47.5028;-122.243;131;662;1830402
20;1;2015;3;2.0;131;675;1.0;0;0;4;7;131;0;1983;0;98042;47.3654;-122.076;129;749;2188602
7;11;2014;3;1.75;173;4466;1.5;0;0;4;8;173;0;1929;0;98070;47.5051;-122.461;131;2143;3241193
9;7;2014;4;2.5;195;780;1.0;0;0;4;7;115;80;1976;0;98072;47.735;-122.17;184;800;3725280
30;9;2014;2;1.0;96;406;1.0;0;0;3;7;96;0;1942;0;98117;47.6875;-122.387;132;397;3582000
23;10;2014;2;1.0;87;836;1.0;0;0;5;7;87;0;1955;0;98022;47.2005;-121.999;103;848;1750802
22;1;2015;2;2.5;124;557;2.0;0;0;3;7;124;0;1989;0;98028;47.7366;-122.233;143;615;2189000
10;4;2015;2;1.0;79;557;1.0;0;0;3;6;79;0;1924;0;98178;47.4972;-122.224;102;557;1830402
25;11;2014;3;1.75;198;409;1.0;0;0;3;7;133;65;1922;0;98102;47.6417;-122.325;159;307;5373000
23;3;2015;4;2.5;226;631;2.0;0;0;3;8;226;0;1993;0;98058;47.4499;-122.127;228;780;3287082
29;4;2015;5;2.25;213;3623;2.0;0;0;3;8;213;0;1979;0;98052;47.7012;-122.12;255;3707;5333200
23;9;2014;3;1.75;114;929;1.0;0;0;4;7;114;0;1963;0;98008;47.621;-122.114;142;795;3343200
13;1;2015;3;1.5;107;2538;1.0;0;0;4;6;107;0;1976;0;98070;47.3933;-122.454;158;2851;2849680
24;4;2015;3;2.5;197;334;2.0;0;0;3;9;197;0;2005;0;98052;47.6649;-122.082;236;427;5412800
4;11;2014;2;1.0;91;316;1.0;0;0;3;7;91;0;1923;0;98105;47.6688;-122.323;111;318;3024800
5;12;2014;3;2.5;198;20437;2.0;0;0;3;8;198;0;1986;0;98077;47.7754;-122.032;310;20234;4099400
19;8;2014;2;1.0;98;446;1.0;0;0;4;7;98;0;1969;0;98146;47.5128;-122.388;114;446;2587000
4;12;2014;3;2.5;169;636;1.0;0;0;4;7;169;0;1953;0;98004;47.6287;-122.207;193;1087;6965000
20;4;2015;3;2.5;205;534;2.0;0;0;3;7;159;46;1914;2000;98106;47.5525;-122.366;125;534;3390960
15;9;2014;5;2.5;231;895;1.0;0;0;4;8;150;82;1959;0;98040;47.551;-122.22;213;925;6913260
11;6;2014;4;2.75;385;2247;2.0;0;0;3;11;385;0;2002;0;98092;47.3062;-122.15;367;2247;5233700
18;9;2014;2;1.0;112;287;1.0;0;0;3;6;80;33;1926;0;98118;47.5532;-122.277;112;311;2913360
16;9;2014;2;1.0;94;372;1.0;0;0;3;6;94;0;1911;0;98118;47.5536;-122.267;97;372;3064600
8;9;2014;4;2.0;190;813;1.0;0;0;3;7;121;70;1967;0;98058;47.4324;-122.171;190;813;2388000
20;3;2015;3;1.75;191;307;2.0;0;0;4;9;139;52;1918;0;98102;47.6498;-122.32;170;345;6447600
17;4;2015;4;1.75;145;669;1.0;0;0;3;6;80;65;1943;0;98115;47.7001;-122.279;132;669;3661600
21;10;2014;3;2.5;165;372;2.0;0;0;4;8;165;0;1995;0;98029;47.5677;-122.003;161;372;3653640
19;3;2015;3;1.75;136;929;1.0;0;0;4;8;136;0;1967;0;98092;47.342;-122.195;179;1317;2069600
12;11;2014;4;2.5;281;633;2.0;0;0;3;9;281;0;1987;0;98074;47.6296;-122.029;215;807;4440605
20;4;2015;4;1.0;91;279;1.5;0;0;4;7;91;0;1914;0;98144;47.5892;-122.312;142;279;2348200
5;9;2014;4;2.25;135;673;1.0;0;0;5;7;135;0;1950;1983;98133;47.7643;-122.343;154;725;2985000
20;6;2014;3;2.25;300;1657;2.0;0;0;4;9;300;0;1973;0;98006;47.5683;-122.188;343;1594;16795600
19;8;2014;2;2.0;141;95;3.0;0;0;3;7;141;0;1999;0;98133;47.7292;-122.343;139;116;2446108
27;8;2014;4;1.0;131;650;1.5;0;0;3;7;131;0;1963;0;98032;47.3767;-122.287;143;650;1791000
7;11;2014;3;1.75;129;1226;2.0;0;0;3;7;129;0;1979;0;98045;47.4429;-121.771;133;996;2308400
20;11;2014;4;2.0;207;465;1.5;0;0;4;7;140;67;1922;0;98144;47.5772;-122.292;199;465;5492400
5;7;2014;4;2.25;196;1176;2.0;0;0;4;8;196;0;1972;0;98040;47.536;-122.225;218;1020;6567000
2;7;2014;3;1.75;211;1066;1.0;0;0;4;7;127;84;1956;0;98177;47.7057;-122.374;211;775;5134200
17;2;2015;4;2.25;235;986;1.0;0;0;5;8;123;112;1977;0;98006;47.5698;-122.132;235;941;4696400
25;7;2014;5;2.0;177;508;1.0;0;0;3;7;110;67;1930;1965;98105;47.6666;-122.303;121;302;5309320
25;9;2014;4;2.5;222;783;2.0;0;0;3;9;222;0;1998;0;98074;47.6027;-122.024;252;689;5285440
28;4;2015;4;2.5;294;608;1.0;0;3;3;8;147;147;1959;0;98178;47.5037;-122.24;185;659;3598716
2;12;2014;2;1.0;84;253;2.0;0;0;3;7;84;0;1998;0;98144;47.5877;-122.298;84;253;2308400
22;4;2015;3;3.0;335;1624;2.0;0;2;4;8;335;0;1954;0;98146;47.4852;-122.357;207;1171;7562000
30;1;2015;3;2.0;192;390;1.5;0;0;4;7;155;37;1906;0;98103;47.6624;-122.333;138;424;5273500
2;7;2014;4;2.5;172;506;2.0;0;0;5;7;172;0;1981;0;98034;47.7227;-122.16;143;465;3781000
15;9;2014;3;1.5;134;902;1.0;0;0;3;7;106;28;1956;0;98028;47.7394;-122.252;148;902;3582000
